order_id,customer_id,order_date,product_category,order_value,payment_method,delivered
111,246,2023-04-21 00:00:00,Clothing,113.28,Wallet,1
112,90,2023-04-22 00:00:00,Home,82.18,Credit Card,1
113,49,2023-04-23 00:00:00,Electronics,0.18,Wallet,1
114,294,2023-04-24 00:00:00,Home,19.29,Credit Card,1
115,150,2023-04-25 00:00:00,Clothing,27.39,Debit Card,1
116,132,2023-04-26 00:00:00,Clothing,13.05,Cash,1
117,59,2023-04-27 00:00:00,Beauty,11.13,Debit Card,1
118,199,2023-04-28 00:00:00,Books,1.93,UPI,1
119,215,2023-04-29 00:00:00,Books,51.55,UPI,0
120,49,2023-04-30 00:00:00,Clothing,15.23,Credit Card,1
121,232,2023-05-01 00:00:00,Beauty,2.69,UPI,1
122,247,2023-05-02 00:00:00,Beauty,13.13,Debit Card,1
123,239,2023-05-03 00:00:00,Electronics,80.95,Wallet,1
124,168,2023-05-04 00:00:00,Books,95.35,Debit Card,1
125,48,2023-05-05 00:00:00,Clothing,32.99,Credit Card,1
126,51,2023-05-06 00:00:00,Home,26.9,UPI,1
127,299,2023-05-07 00:00:00,Books,190.5,Wallet,1
128,98,2023-05-08 00:00:00,Electronics,11.19,Cash,1
129,216,2023-05-09 00:00:00,Beauty,12.13,Wallet,1
130,177,2023-05-10 00:00:00,Clothing,17.26,Wallet,1
131,80,2023-05-11 00:00:00,Books,9.48,Debit Card,1
132,185,2023-05-12 00:00:00,Home,23.85,Cash,1
133,27,2023-05-13 00:00:00,Electronics,120.86,Credit Card,1
134,195,2023-05-14 00:00:00,Electronics,47.77,Credit Card,1
135,214,2023-05-15 00:00:00,Books,26.55,Wallet,1
136,114,2023-05-16 00:00:00,Home,136.22,Wallet,1
137,242,2023-05-17 00:00:00,Electronics,2.48,UPI,1
138,124,2023-05-18 00:00:00,Clothing,11.8,Cash,1
139,76,2023-05-19 00:00:00,Electronics,41.72,Wallet,1
140,196,2023-05-20 00:00:00,Home,47.8,UPI,1
141,44,2023-05-21 00:00:00,Beauty,2.02,Cash,1
142,186,2023-05-22 00:00:00,Beauty,25.8,Credit Card,1
143,246,2023-05-23 00:00:00,Books,52.37,UPI,1
144,84,2023-05-24 00:00:00,Home,59.88,Cash,1
145,207,2023-05-25 00:00:00,Electronics,50.82,UPI,1
146,151,2023-05-26 00:00:00,Electronics,19.32,Wallet,1
147,156,2023-05-27 00:00:00,Beauty,4.91,Debit Card,1
148,16,2023-05-28 00:00:00,Beauty,27.85,Credit Card,1
149,165,2023-05-29 00:00:00,Clothing,6.89,Wallet,1
150,145,2023-05-30 00:00:00,Beauty,147.47,Wallet,1
151,37,2023-05-31 00:00:00,Clothing,32.23,Cash,1
152,45,2023-06-01 00:00:00,Electronics,19.08,UPI,1
153,206,2023-06-02 00:00:00,Clothing,72.69,Credit Card,1
154,62,2023-06-03 00:00:00,Clothing,34.45,Wallet,1
155,19,2023-06-04 00:00:00,Books,18.56,Cash,1
156,7,2023-06-05 00:00:00,Beauty,83.56,Credit Card,1
157,249,2023-06-06 00:00:00,Clothing,100.93,UPI,1
158,117,2023-06-07 00:00:00,Electronics,55.89,Wallet,1
159,68,2023-06-08 00:00:00,Home,2.41,Wallet,1
160,34,2023-06-09 00:00:00,Clothing,41.77,Wallet,1
161,194,2023-06-10 00:00:00,Beauty,72.05,Credit Card,1
162,55,2023-06-11 00:00:00,Books,7.34,Credit Card,1
163,266,2023-06-12 00:00:00,Electronics,12.98,Credit Card,1
164,42,2023-06-13 00:00:00,Books,107.06,Credit Card,1
165,297,2023-06-14 00:00:00,Home,1.02,Cash,1
166,231,2023-06-15 00:00:00,Clothing,69.86,Debit Card,1
167,10,2023-06-16 00:00:00,Clothing,32.1,Cash,1
168,128,2023-06-17 00:00:00,Beauty,29.6,Wallet,1
169,179,2023-06-18 00:00:00,Clothing,0.36,Cash,1
170,193,2023-06-19 00:00:00,Electronics,85.57,UPI,1
171,92,2023-06-20 00:00:00,Home,22.3,Credit Card,1
172,231,2023-06-21 00:00:00,Books,38.91,UPI,1
173,78,2023-06-22 00:00:00,Home,56.55,UPI,1
174,85,2023-06-23 00:00:00,Clothing,60.64,Wallet,1
175,30,2023-06-24 00:00:00,Books,156.16,Credit Card,1
176,213,2023-06-25 00:00:00,Beauty,37.89,UPI,1
177,49,2023-06-26 00:00:00,Home,25.52,Wallet,1
178,265,2023-06-27 00:00:00,Books,153.63,Credit Card,1
179,145,2023-06-28 00:00:00,Books,51.38,Debit Card,1
180,69,2023-06-29 00:00:00,Books,17.7,Wallet,1
181,58,2023-06-30 00:00:00,Electronics,6.76,Cash,1
182,185,2023-07-01 00:00:00,Home,92.43,Credit Card,1
183,62,2023-07-02 00:00:00,Books,22.49,UPI,1
184,296,2023-07-03 00:00:00,Home,54.01,UPI,1
185,166,2023-07-04 00:00:00,Books,31.82,Cash,1
186,171,2023-07-05 00:00:00,Beauty,11.09,Cash,0
187,63,2023-07-06 00:00:00,Beauty,46.03,UPI,1
188,147,2023-07-07 00:00:00,Beauty,3.13,Credit Card,1
189,161,2023-07-08 00:00:00,Clothing,26.67,Wallet,1
190,141,2023-07-09 00:00:00,Books,39.55,Cash,1
191,97,2023-07-10 00:00:00,Clothing,28.64,Cash,1
192,221,2023-07-11 00:00:00,Home,69.05,Cash,1
193,43,2023-07-12 00:00:00,Clothing,87.99,Debit Card,1
194,292,2023-07-13 00:00:00,Home,73.75,Credit Card,1
195,108,2023-07-14 00:00:00,Home,1.98,Credit Card,1
196,266,2023-07-15 00:00:00,Home,10.79,Credit Card,1
197,95,2023-07-16 00:00:00,Clothing,38.46,Credit Card,1
198,262,2023-07-17 00:00:00,Books,136.53,Credit Card,1
199,71,2023-07-18 00:00:00,Clothing,90.08,UPI,1
200,219,2023-07-19 00:00:00,Books,92.43,Cash,1
201,21,2023-07-20 00:00:00,Books,18.06,UPI,1
202,92,2023-07-21 00:00:00,Home,28.06,Debit Card,1
203,127,2023-07-22 00:00:00,Clothing,31.81,Wallet,1
204,80,2023-07-23 00:00:00,Books,8.56,Cash,1
205,238,2023-07-24 00:00:00,Beauty,1.58,Debit Card,1
206,182,2023-07-25 00:00:00,Books,146.78,UPI,1
207,25,2023-07-26 00:00:00,Beauty,13.77,Wallet,1
208,156,2023-07-27 00:00:00,Clothing,13.72,Debit Card,1
209,5,2023-07-28 00:00:00,Clothing,4.35,Wallet,1
210,120,2023-07-29 00:00:00,Clothing,131.91,Debit Card,1
211,277,2023-07-30 00:00:00,Books,43.34,UPI,1
212,18,2023-07-31 00:00:00,Electronics,54.99,Wallet,1
213,198,2023-08-01 00:00:00,Books,121.28,Debit Card,1
214,57,2023-08-02 00:00:00,Books,21.2,UPI,1
215,93,2023-08-03 00:00:00,Home,48.58,Cash,1
216,19,2023-08-04 00:00:00,Home,1.98,UPI,1
217,193,2023-08-05 00:00:00,Books,10.34,UPI,1
218,237,2023-08-06 00:00:00,Beauty,88.97,Cash,1
219,277,2023-08-07 00:00:00,Home,72.79,UPI,1
220,227,2023-08-08 00:00:00,Books,21.59,Cash,1
221,233,2023-08-09 00:00:00,Electronics,23.65,Cash,1
222,40,2023-08-10 00:00:00,Beauty,38.13,Cash,1
223,153,2023-08-11 00:00:00,Clothing,0.01,Debit Card,1
224,127,2023-08-12 00:00:00,Books,13.8,Wallet,1
225,237,2023-08-13 00:00:00,Books,11.67,Debit Card,1
226,55,2023-08-14 00:00:00,Beauty,14.42,Cash,1
227,172,2023-08-15 00:00:00,Home,81.97,Wallet,1
228,109,2023-08-16 00:00:00,Home,16.4,Wallet,1
229,184,2023-08-17 00:00:00,Home,10.63,Cash,1
230,198,2023-08-18 00:00:00,Clothing,35.09,Wallet,1
231,87,2023-08-19 00:00:00,Beauty,100.36,Wallet,1
232,201,2023-08-20 00:00:00,Beauty,13.81,Debit Card,1
233,275,2023-08-21 00:00:00,Home,4.09,Wallet,1
234,211,2023-08-22 00:00:00,Home,22.03,Cash,0
235,118,2023-08-23 00:00:00,Electronics,68.85,Credit Card,1
236,191,2023-08-24 00:00:00,Electronics,40,Credit Card,1
237,42,2023-08-25 00:00:00,Books,84.86,Credit Card,1
238,42,2023-08-26 00:00:00,Books,160.44,Cash,1
239,276,2023-08-27 00:00:00,Beauty,78.67,Credit Card,1
240,17,2023-08-28 00:00:00,Beauty,46.29,Debit Card,1
241,283,2023-08-29 00:00:00,Clothing,34,Cash,1
242,258,2023-08-30 00:00:00,Clothing,2.04,Cash,1
243,63,2023-08-31 00:00:00,Electronics,207.77,Cash,1
244,62,2023-09-01 00:00:00,Books,24.18,Wallet,1
245,100,2023-09-02 00:00:00,Electronics,8.26,Wallet,1
246,19,2023-09-03 00:00:00,Electronics,54.94,Wallet,1
247,17,2023-09-04 00:00:00,Books,16.72,UPI,1
248,246,2023-09-05 00:00:00,Clothing,44.07,Debit Card,1
249,251,2023-09-06 00:00:00,Books,44.19,Cash,1
250,81,2023-09-07 00:00:00,Home,29.51,Cash,1
251,39,2023-09-08 00:00:00,Home,90.43,Wallet,1
252,36,2023-09-09 00:00:00,Home,15.39,Cash,1
253,197,2023-09-10 00:00:00,Beauty,29.77,Cash,1
254,158,2023-09-11 00:00:00,Clothing,38.58,Credit Card,1
255,204,2023-09-12 00:00:00,Clothing,54.48,Cash,1
256,196,2023-09-13 00:00:00,Beauty,76.62,UPI,1
257,216,2023-09-14 00:00:00,Electronics,25.11,Wallet,1
258,285,2023-09-15 00:00:00,Home,51.93,Debit Card,1
259,196,2023-09-16 00:00:00,Home,8.16,Debit Card,1
260,152,2023-09-17 00:00:00,Electronics,134.89,Credit Card,1
261,14,2023-09-18 00:00:00,Books,24.15,Debit Card,0
262,146,2023-09-19 00:00:00,Books,65.38,Debit Card,1
263,57,2023-09-20 00:00:00,Clothing,1.03,Wallet,1
264,211,2023-09-21 00:00:00,Beauty,11.48,Wallet,1
265,268,2023-09-22 00:00:00,Clothing,33.38,UPI,0
266,210,2023-09-23 00:00:00,Books,105.29,Credit Card,1
267,17,2023-09-24 00:00:00,Electronics,37.46,Debit Card,1
268,286,2023-09-25 00:00:00,Clothing,132.87,UPI,1
269,203,2023-09-26 00:00:00,Home,33.06,Credit Card,1
270,99,2023-09-27 00:00:00,Home,33.71,Debit Card,0
271,279,2023-09-28 00:00:00,Electronics,6.38,Debit Card,1
272,209,2023-09-29 00:00:00,Books,81.14,Wallet,1
273,129,2023-09-30 00:00:00,Home,14.18,Cash,1
274,288,2023-10-01 00:00:00,Home,114.94,Credit Card,1
275,252,2023-10-02 00:00:00,Beauty,120.86,Debit Card,0
276,265,2023-10-03 00:00:00,Clothing,143.51,Credit Card,1
277,271,2023-10-04 00:00:00,Books,36.72,UPI,1
278,188,2023-10-05 00:00:00,Clothing,56.52,UPI,0
279,214,2023-10-06 00:00:00,Books,75.37,Cash,1
280,283,2023-10-07 00:00:00,Home,7.02,Debit Card,1
281,211,2023-10-08 00:00:00,Beauty,45.93,Wallet,1
282,76,2023-10-09 00:00:00,Clothing,1.74,Debit Card,1
283,148,2023-10-10 00:00:00,Home,34.41,Credit Card,1
284,213,2023-10-11 00:00:00,Books,8.41,UPI,1
285,109,2023-10-12 00:00:00,Clothing,10.1,Credit Card,1
286,129,2023-10-13 00:00:00,Clothing,22.71,Cash,1
287,10,2023-10-14 00:00:00,Home,28.32,UPI,1
288,47,2023-10-15 00:00:00,Clothing,48.8,Wallet,1
289,96,2023-10-16 00:00:00,Beauty,3.87,UPI,1
290,103,2023-10-17 00:00:00,Beauty,35.03,Debit Card,0
291,146,2023-10-18 00:00:00,Home,10.08,Debit Card,1
292,27,2023-10-19 00:00:00,Books,42.66,UPI,1
293,220,2023-10-20 00:00:00,Home,50.72,Cash,1
294,18,2023-10-21 00:00:00,Beauty,40.68,Debit Card,1
295,167,2023-10-22 00:00:00,Electronics,67.03,Debit Card,1
296,82,2023-10-23 00:00:00,Electronics,20.44,Wallet,1
297,72,2023-10-24 00:00:00,Clothing,72.43,UPI,1
298,254,2023-10-25 00:00:00,Clothing,28.35,Debit Card,1
299,162,2023-10-26 00:00:00,Electronics,33.1,Cash,0
300,38,2023-10-27 00:00:00,Beauty,52.22,Credit Card,1
301,201,2023-10-28 00:00:00,Clothing,0.93,UPI,1
302,200,2023-10-29 00:00:00,Home,53.06,Wallet,1
303,255,2023-10-30 00:00:00,Home,48.19,Debit Card,1
304,179,2023-10-31 00:00:00,Beauty,18.54,Cash,1
305,35,2023-11-01 00:00:00,Clothing,4.48,UPI,1
306,82,2023-11-02 00:00:00,Home,4.77,Cash,1
307,220,2023-11-03 00:00:00,Clothing,128.34,Cash,1
308,158,2023-11-04 00:00:00,Clothing,58.44,Wallet,0
309,4,2023-11-05 00:00:00,Home,6.8,UPI,1
310,167,2023-11-06 00:00:00,Electronics,22.06,Debit Card,1
311,204,2023-11-07 00:00:00,Home,44.88,Wallet,1
312,194,2023-11-08 00:00:00,Beauty,90.26,Debit Card,1
313,235,2023-11-09 00:00:00,Books,2.23,Credit Card,1
314,206,2023-11-10 00:00:00,Home,13.5,Cash,1
315,150,2023-11-11 00:00:00,Clothing,110.25,Credit Card,1
316,159,2023-11-12 00:00:00,Clothing,0.46,Cash,1
317,279,2023-11-13 00:00:00,Home,11.24,Wallet,1
318,166,2023-11-14 00:00:00,Books,159.74,Debit Card,1
319,68,2023-11-15 00:00:00,Home,47.52,Debit Card,1
320,88,2023-11-16 00:00:00,Books,15.17,Wallet,0
321,217,2023-11-17 00:00:00,Books,3.47,UPI,1
322,1,2023-11-18 00:00:00,Beauty,1.43,Credit Card,1
323,135,2023-11-19 00:00:00,Clothing,14.03,Credit Card,1
324,185,2023-11-20 00:00:00,Clothing,106.64,Debit Card,1
325,140,2023-11-21 00:00:00,Books,26.89,Debit Card,1
326,106,2023-11-22 00:00:00,Clothing,63.71,Debit Card,1
327,133,2023-11-23 00:00:00,Electronics,125.23,Wallet,1
328,108,2023-11-24 00:00:00,Books,26.22,UPI,1
329,178,2023-11-25 00:00:00,Clothing,10.61,Credit Card,1
330,298,2023-11-26 00:00:00,Electronics,36.4,Cash,1
331,146,2023-11-27 00:00:00,Beauty,119.34,Wallet,1
332,74,2023-11-28 00:00:00,Clothing,81.58,Credit Card,1
333,108,2023-11-29 00:00:00,Electronics,3.4,UPI,1
334,122,2023-11-30 00:00:00,Home,58.98,Wallet,1
335,17,2023-12-01 00:00:00,Home,42.42,Credit Card,1
336,196,2023-12-02 00:00:00,Electronics,119.01,Wallet,1
337,297,2023-12-03 00:00:00,Books,6.53,Credit Card,1
338,252,2023-12-04 00:00:00,Books,38.18,Credit Card,1
339,119,2023-12-05 00:00:00,Clothing,105.79,UPI,1
340,162,2023-12-06 00:00:00,Home,26.38,Cash,1
341,198,2023-12-07 00:00:00,Books,32.89,UPI,1
342,45,2023-12-08 00:00:00,Books,3.65,Credit Card,1
343,179,2023-12-09 00:00:00,Home,16.3,Wallet,1
344,44,2023-12-10 00:00:00,Beauty,19.62,UPI,1
345,271,2023-12-11 00:00:00,Books,145.13,Cash,1
346,78,2023-12-12 00:00:00,Electronics,16.61,Credit Card,1
347,178,2023-12-13 00:00:00,Clothing,30.89,UPI,0
348,3,2023-12-14 00:00:00,Books,55.63,UPI,1
349,214,2023-12-15 00:00:00,Books,8.85,UPI,1
350,74,2023-12-16 00:00:00,Beauty,33.32,UPI,1
351,51,2023-12-17 00:00:00,Electronics,67.07,Wallet,1
352,67,2023-12-18 00:00:00,Clothing,100.82,Cash,1
353,93,2023-12-19 00:00:00,Books,49.21,Cash,1
354,176,2023-12-20 00:00:00,Clothing,55.29,Credit Card,1
355,145,2023-12-21 00:00:00,Home,6.75,Debit Card,1
356,7,2023-12-22 00:00:00,Books,145.73,Wallet,1
357,269,2023-12-23 00:00:00,Books,7.11,Credit Card,1
358,4,2023-12-24 00:00:00,Home,74.51,Credit Card,1
359,138,2023-12-25 00:00:00,Beauty,15.38,UPI,1
360,231,2023-12-26 00:00:00,Books,135.6,Debit Card,1
361,88,2023-12-27 00:00:00,Clothing,63.64,Debit Card,1
362,17,2023-12-28 00:00:00,Electronics,70.08,Wallet,1
363,52,2023-12-29 00:00:00,Clothing,12.36,Debit Card,1
364,134,2023-12-30 00:00:00,Beauty,29.26,Credit Card,1
365,211,2023-12-31 00:00:00,Electronics,48.09,Debit Card,1
366,219,2024-01-01 00:00:00,Clothing,73.48,Debit Card,1
367,205,2024-01-02 00:00:00,Clothing,5.49,Cash,1
368,211,2024-01-03 00:00:00,Home,163.99,Credit Card,1
369,277,2024-01-04 00:00:00,Beauty,110.46,Debit Card,1
370,24,2024-01-05 00:00:00,Home,15.76,Debit Card,1
371,4,2024-01-06 00:00:00,Electronics,86.51,UPI,1
372,152,2024-01-07 00:00:00,Home,36.52,Debit Card,1
373,259,2024-01-08 00:00:00,Beauty,30.98,Debit Card,1
374,168,2024-01-09 00:00:00,Books,18.88,Cash,1
375,176,2024-01-10 00:00:00,Books,43.49,Credit Card,1
376,291,2024-01-11 00:00:00,Electronics,65.45,Wallet,1
377,56,2024-01-12 00:00:00,Books,26.46,Credit Card,1
378,108,2024-01-13 00:00:00,Home,49.61,UPI,0
379,296,2024-01-14 00:00:00,Electronics,60.08,Credit Card,1
380,141,2024-01-15 00:00:00,Beauty,62.09,Debit Card,1
381,155,2024-01-16 00:00:00,Electronics,2.67,UPI,1
382,262,2024-01-17 00:00:00,Electronics,98.22,Credit Card,1
383,273,2024-01-18 00:00:00,Clothing,30.65,UPI,1
384,232,2024-01-19 00:00:00,Clothing,15.22,Wallet,1
385,241,2024-01-20 00:00:00,Electronics,13.84,Credit Card,1
386,258,2024-01-21 00:00:00,Books,32.99,Debit Card,1
387,249,2024-01-22 00:00:00,Clothing,108.94,UPI,1
388,77,2024-01-23 00:00:00,Beauty,23.77,Cash,1
389,180,2024-01-24 00:00:00,Home,69.26,UPI,0
390,66,2024-01-25 00:00:00,Clothing,5.09,Cash,1
391,171,2024-01-26 00:00:00,Electronics,32.32,Debit Card,1
392,22,2024-01-27 00:00:00,Books,239.49,Wallet,1
393,107,2024-01-28 00:00:00,Home,73.58,Cash,1
394,227,2024-01-29 00:00:00,Clothing,11.82,Wallet,1
395,216,2024-01-30 00:00:00,Books,34.8,UPI,1
396,69,2024-01-31 00:00:00,Books,13.3,Debit Card,1
397,84,2024-02-01 00:00:00,Books,26.34,Cash,1
398,103,2024-02-02 00:00:00,Electronics,75.73,UPI,1
399,39,2024-02-03 00:00:00,Beauty,73.75,Credit Card,1
400,13,2024-02-04 00:00:00,Books,12.95,UPI,1
401,297,2024-02-05 00:00:00,Home,127.7,Wallet,1
402,181,2024-02-06 00:00:00,Clothing,44.89,Debit Card,1
403,268,2024-02-07 00:00:00,Home,23.9,Debit Card,1
404,13,2024-02-08 00:00:00,Electronics,34.85,UPI,1
405,120,2024-02-09 00:00:00,Electronics,46.45,Credit Card,1
406,57,2024-02-10 00:00:00,Home,41.04,Wallet,1
407,40,2024-02-11 00:00:00,Beauty,33.32,UPI,1
408,128,2024-02-12 00:00:00,Electronics,35.15,UPI,1
409,173,2024-02-13 00:00:00,Electronics,9.7,Debit Card,1
410,35,2024-02-14 00:00:00,Home,83.76,Wallet,0
411,259,2024-02-15 00:00:00,Electronics,39.02,Credit Card,1
412,5,2024-02-16 00:00:00,Beauty,7.03,Debit Card,1
413,218,2024-02-17 00:00:00,Beauty,72.66,UPI,1
414,11,2024-02-18 00:00:00,Beauty,134.74,Debit Card,1
415,117,2024-02-19 00:00:00,Clothing,147.16,Debit Card,1
416,184,2024-02-20 00:00:00,Beauty,23.02,Cash,1
417,116,2024-02-21 00:00:00,Beauty,7.28,Debit Card,1
418,162,2024-02-22 00:00:00,Clothing,36.53,Debit Card,1
419,67,2024-02-23 00:00:00,Books,5.97,Wallet,1
420,200,2024-02-24 00:00:00,Electronics,135.9,Debit Card,1
421,31,2024-02-25 00:00:00,Beauty,10.14,Credit Card,1
422,75,2024-02-26 00:00:00,Electronics,14.57,UPI,1
423,237,2024-02-27 00:00:00,Home,26.1,Wallet,1
424,66,2024-02-28 00:00:00,Electronics,24.16,Debit Card,1
425,70,2024-02-29 00:00:00,Clothing,79.16,Credit Card,1
426,297,2024-03-01 00:00:00,Electronics,30.47,UPI,1
427,20,2024-03-02 00:00:00,Electronics,9.36,Wallet,1
428,226,2024-03-03 00:00:00,Electronics,15.54,Credit Card,1
429,199,2024-03-04 00:00:00,Books,35.58,Debit Card,1
430,39,2024-03-05 00:00:00,Books,7.98,Cash,1
431,145,2024-03-06 00:00:00,Home,47.29,Cash,1
432,45,2024-03-07 00:00:00,Clothing,41.71,Wallet,1
433,91,2024-03-08 00:00:00,Electronics,62.71,Credit Card,1
